STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-09,0.00,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-10,0.00,63,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-11,0.32,55,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-12,0.12,56,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-13,0.75,57,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-14,0.00,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-15,0.00,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-16,0.00,59,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-17,0.39,56,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-18,0.00,61,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-19,0.00,56,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-20,0.00,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-21,0.00,59,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-22,0.00,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-23,0.00,58,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-24,0.00,57,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-25,0.33,59,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-26,0.00,57,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-27,0.00,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-28,0.11,54,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-29,0.00,60,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2020-12-31,0.02,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2021-01-01,0.01,58,45
