latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.869,26.696,337.2,1.2,1.1,2021-01-28,1150,A,80,6.0NRT,313.5,25.4,D
8.715,18.776,338.8,1.8,1.3,2021-01-28,1150,A,85,6.0NRT,286.4,77.4,D
9.282,22.259,336.7,1.1,1,2021-01-28,1150,A,79,6.0NRT,315,17.4,D
9.22,21.838,331.9,1.1,1.1,2021-01-28,1150,A,69,6.0NRT,311.3,13.1,D
10.378,30.177,332.7,2.3,1.5,2021-01-28,1150,A,74,6.0NRT,313.7,40.6,D
9.309,22.382,334.8,1.1,1,2021-01-28,1150,A,76,6.0NRT,316.5,14,D
8.995,20.279,340.8,1.4,1.2,2021-01-28,1150,A,86,6.0NRT,315.4,37.8,D
8.332,15.999,328.7,3,1.6,2021-01-28,1150,A,74,6.0NRT,311,43.7,D
8.047,14.269,318.6,4.1,1.9,2021-01-28,1150,A,29,6.0NRT,298.3,70.3,D
9.475,23.393,331.9,1,1,2021-01-28,1150,A,67,6.0NRT,314.9,10.4,D
10.377,30.17,331.3,2.3,1.5,2021-01-28,1150,A,66,6.0NRT,313.3,31.1,D
9.485,23.394,329.5,1,1,2021-01-28,1150,A,55,6.0NRT,315.9,8.9,D
9.465,23.194,329.7,1,1,2021-01-28,1150,A,45,6.0NRT,316.1,7.8,D
9.464,23.185,328.2,1,1,2021-01-28,1150,A,18,6.0NRT,315,6.1,D
8.334,15.991,326.9,3,1.6,2021-01-28,1150,A,69,6.0NRT,310.8,32.8,D
9.364,22.376,332.7,1.1,1,2021-01-28,1150,A,64,6.0NRT,317.1,9.7,D
9.103,20.586,340.4,1.3,1.1,2021-01-28,1150,A,85,6.0NRT,313.3,35.4,D
9.101,20.574,354.5,1.3,1.1,2021-01-28,1150,A,96,6.0NRT,314.1,78.7,D
9.1,20.562,332.4,1.3,1.1,2021-01-28,1150,A,76,6.0NRT,314.4,19.3,D
8.244,14.995,325,3.6,1.8,2021-01-28,1150,A,65,6.0NRT,308.1,56.2,D
9.229,21.085,340.4,1.2,1.1,2021-01-28,1150,A,66,6.0NRT,305.8,39.6,D
9.23,21.079,341.2,1.2,1.1,2021-01-28,1150,A,73,6.0NRT,308.7,41.1,D
8.252,14.988,326.1,3.6,1.8,2021-01-28,1150,A,67,6.0NRT,307.5,65,D
9.185,20.519,336,1.3,1.1,2021-01-28,1150,A,81,6.0NRT,315.1,25.1,D
9.654,23.547,341.8,1,1,2021-01-28,1150,A,84,6.0NRT,317.3,23.1,D
9.652,23.538,430.6,1,1,2021-01-28,1150,A,100,6.0NRT,327.7,468.4,D
9.651,23.529,365.4,1,1,2021-01-28,1150,A,100,6.0NRT,316.8,78.8,D
9.661,23.537,336.8,1,1,2021-01-28,1150,A,77,6.0NRT,316.2,15.5,D
9.167,20.201,332.4,1.4,1.2,2021-01-28,1150,A,53,6.0NRT,315,19.1,D
9.527,22.549,331,1,1,2021-01-28,1150,A,67,6.0NRT,316.2,10.2,D
9.488,21.91,330,1.1,1,2021-01-28,1150,A,54,6.0NRT,313.6,11,D
10.437,28.683,329.9,1.7,1.3,2021-01-28,1150,A,65,6.0NRT,307.7,30,D
9.916,24.809,331.5,1,1,2021-01-28,1150,A,66,6.0NRT,313.4,10.9,D
9.51,21.866,331.9,1.1,1,2021-01-28,1150,A,53,6.0NRT,316.2,12.9,D
9.509,21.856,367.6,1.1,1,2021-01-28,1150,A,100,6.0NRT,317.2,102.8,D
9.507,21.846,334.8,1.1,1,2021-01-28,1150,A,57,6.0NRT,311.8,17.4,D
9.518,21.855,368.1,1.1,1,2021-01-28,1150,A,100,6.0NRT,315.6,106,D
9.517,21.845,363.2,1.1,1,2021-01-28,1150,A,100,6.0NRT,310.8,88.6,D
9.995,25.104,331.8,1.1,1,2021-01-28,1150,A,55,6.0NRT,313.8,12.9,D
9.527,21.853,338.6,1.1,1,2021-01-28,1150,A,65,6.0NRT,312.2,25.8,D
9.526,21.843,343.3,1.1,1,2021-01-28,1150,A,83,6.0NRT,310.3,35.8,D
10.01,25.096,326.4,1.1,1,2021-01-28,1150,A,7,6.0NRT,310.5,6.5,D
9.649,22.566,335,1,1,2021-01-28,1150,A,76,6.0NRT,316.3,15.8,D
9.573,21.992,330.4,1.1,1,2021-01-28,1150,A,66,6.0NRT,314.9,10.2,D
10.677,29.656,330.1,2.1,1.4,2021-01-28,1150,A,65,6.0NRT,314.4,24.6,D
8.999,17.942,333.1,2,1.4,2021-01-28,1150,A,78,6.0NRT,316.4,38.7,D
10.679,29.649,330.1,2.1,1.4,2021-01-28,1150,A,61,6.0NRT,314.2,22.6,D
9.555,21.326,331.6,1.2,1.1,2021-01-28,1150,A,53,6.0NRT,297.6,27.1,D
9.885,23.485,338,1,1,2021-01-28,1150,A,79,6.0NRT,317.9,19.3,D
9.884,23.476,329.5,1,1,2021-01-28,1150,A,58,6.0NRT,315.7,7.1,D
10.772,29.462,331.8,2,1.4,2021-01-28,1150,A,69,6.0NRT,316,27,D
10.236,24.859,327.7,1,1,2021-01-28,1150,A,36,6.0NRT,314.1,6.3,D
10.117,23.751,333.3,1,1,2021-01-28,1150,A,70,6.0NRT,317.1,12.6,D
10.08,23.499,334.4,1,1,2021-01-28,1150,A,73,6.0NRT,318.3,11.9,D
10.891,29.477,337.9,2,1.4,2021-01-28,1150,A,80,6.0NRT,311.5,54.9,D
9.365,18.66,330.7,1.8,1.3,2021-01-28,1150,A,57,6.0NRT,314.7,24.2,D
9.082,16.912,329.5,2.4,1.5,2021-01-28,1150,A,59,6.0NRT,314.6,41.8,D
10.974,29.933,329,2.2,1.4,2021-01-28,1150,A,56,6.0NRT,314.1,24.8,D
8.65,14.151,332.8,4.1,1.9,2021-01-28,1150,A,79,6.0NRT,313.1,124.5,D
9.321,18.07,328.9,2,1.4,2021-01-28,1150,A,63,6.0NRT,309,33.3,D
9.392,18.553,332.1,1.8,1.3,2021-01-28,1150,A,51,6.0NRT,315.5,28.2,D
9.312,18.067,328.4,2,1.4,2021-01-28,1150,A,62,6.0NRT,310.1,31.8,D
8.661,14.182,328.6,4.1,1.9,2021-01-28,1150,A,72,6.0NRT,313,82.3,D
8.654,14.146,330,4.1,1.9,2021-01-28,1150,A,74,6.0NRT,313.5,97.2,D
10.187,23.606,331.2,1,1,2021-01-28,1150,A,51,6.0NRT,314.9,9.3,D
10.186,23.597,334.8,1,1,2021-01-28,1150,A,71,6.0NRT,316.9,14.6,D
9.824,21.148,366.8,1.2,1.1,2021-01-28,1150,A,100,6.0NRT,320.5,105.9,D
9.822,21.137,346.7,1.2,1.1,2021-01-28,1150,A,90,6.0NRT,320.5,42,D
10.274,24.146,330.1,1,1,2021-01-28,1150,A,49,6.0NRT,317,9.2,D
10.198,23.614,343.1,1,1,2021-01-28,1150,A,86,6.0NRT,316.9,26.6,D
9.343,18.026,338.3,2,1.4,2021-01-28,1150,A,84,6.0NRT,307.1,78.7,D
10.209,23.63,348.9,1,1,2021-01-28,1150,A,91,6.0NRT,316.4,38.2,D
10.208,23.621,348,1,1,2021-01-28,1150,A,90,6.0NRT,316.2,36.1,D
10.222,23.656,344.2,1,1,2021-01-28,1150,A,84,6.0NRT,315.9,27.8,D
10.232,23.664,347.4,1,1,2021-01-28,1150,A,86,6.0NRT,317.5,33,D
10.231,23.655,337.4,1,1,2021-01-28,1150,A,39,6.0NRT,318.5,15.6,D
10.242,23.671,338.7,1,1,2021-01-28,1150,A,57,6.0NRT,319,17.5,D
9.463,18.474,328.5,1.8,1.3,2021-01-28,1150,A,58,6.0NRT,312.9,23,D
10.973,28.928,332.1,1.8,1.3,2021-01-28,1150,A,65,6.0NRT,316.4,22.9,D
10.254,23.688,353.5,1,1,2021-01-28,1150,A,95,6.0NRT,317.8,45.4,D
9.241,16.989,327.3,2.4,1.5,2021-01-28,1150,A,53,6.0NRT,313.2,26.2,D
9.213,16.816,330.6,2.5,1.5,2021-01-28,1150,A,67,6.0NRT,315.4,33.9,D
10.1,22.495,338.3,1,1,2021-01-28,1150,A,80,6.0NRT,313.6,20,D
10.112,22.512,333,1,1,2021-01-28,1150,A,71,6.0NRT,314.9,10.7,D
9.698,19.736,384.5,1.5,1.2,2021-01-28,1150,A,100,6.0NRT,294.4,277,D
10.386,24.29,335.9,1,1,2021-01-28,1150,A,71,6.0NRT,320.2,12.6,D
9.606,19.089,330.9,1.6,1.3,2021-01-28,1150,A,70,6.0NRT,315,19.7,D
11.234,30.669,329.9,2.5,1.5,2021-01-28,1150,A,67,6.0NRT,311.4,45.4,D
11.231,30.646,328.7,2.5,1.5,2021-01-28,1150,A,63,6.0NRT,309.9,39.5,D
10.504,25.062,334.7,1.1,1,2021-01-28,1150,A,74,6.0NRT,317.4,15.5,D
28.909,19.776,358.1,1,1,2021-01-28,1200,A,99,6.0NRT,296.7,76.3,D
41.443,21.945,315.8,1.6,1.3,2021-01-28,1200,A,76,6.0NRT,281.2,34.6,D
41.441,21.926,315.4,1.6,1.3,2021-01-28,1200,A,76,6.0NRT,282.5,33.5,D
40.628,15.019,305.5,1,1,2021-01-28,1200,A,58,6.0NRT,283.3,8.7,D
42.072,13.926,300.8,1,1,2021-01-28,1200,A,42,6.0NRT,284,6.1,D
-12.842,26.316,307.4,1.1,1.1,2021-01-28,1145,A,39,6.0NRT,291.5,4.4,D
-8.193,26.912,317.7,1,1,2021-01-28,1145,A,53,6.0NRT,299.6,6.2,D
-8.414,24.74,332.8,1.2,1.1,2021-01-28,1145,A,86,6.0NRT,296.2,36.6,D
14.313,-14.469,322.1,3,1.6,2021-01-28,1205,T,56,6.0NRT,311.3,29.9,D
13.676,-12.496,321.3,4.3,1.9,2021-01-28,1205,T,58,6.0NRT,308.9,64.3,D
13.766,-13.349,325.8,3.7,1.8,2021-01-28,1205,T,63,6.0NRT,311.2,70.8,D
13.75,-13.352,330.5,3.7,1.8,2021-01-28,1205,T,78,6.0NRT,310.8,111.5,D
13.758,-13.355,334.8,3.7,1.8,2021-01-28,1205,T,83,6.0NRT,311.5,155,D
13.138,-15.432,322.7,2.7,1.6,2021-01-28,1205,T,22,6.0NRT,307.9,35.2,D
13.147,-15.437,326.4,2.7,1.6,2021-01-28,1205,T,54,6.0NRT,308.4,52,D
13.12,-15.442,324.1,2.7,1.6,2021-01-28,1205,T,56,6.0NRT,307,42.7,D
13.048,-15.28,321.6,2.7,1.6,2021-01-28,1205,T,33,6.0NRT,305.9,44.7,D
-28.724,147.625,308.4,1,1,2021-01-28,1250,T,69,6.0NRT,292.9,6.8,N
-28.006,148.85,322.4,1,1,2021-01-28,1250,T,100,6.0NRT,296.7,18.3,N
-28.008,148.84,325.9,1,1,2021-01-28,1250,T,100,6.0NRT,296.8,22,N
-27.997,148.849,307.4,1,1,2021-01-28,1250,T,67,6.0NRT,296,5.9,N
-27.999,148.838,310.8,1,1,2021-01-28,1250,T,79,6.0NRT,296.2,8.1,N
-27.727,148.239,310.2,1,1,2021-01-28,1250,T,75,6.0NRT,297.5,6.8,N
-27.729,148.229,319.8,1,1,2021-01-28,1250,T,99,6.0NRT,297.5,14.9,N
-27.51,149.456,312.1,1,1,2021-01-28,1250,T,84,6.0NRT,293.9,9.9,N
-27.513,149.435,305.3,1,1,2021-01-28,1250,T,64,6.0NRT,293.7,5.2,N
-27.53,149.073,320.5,1,1,2021-01-28,1250,T,100,6.0NRT,295.2,16.9,N
-27.521,149.071,321.1,1,1,2021-01-28,1250,T,100,6.0NRT,294.5,17.6,N
-27.108,148.389,308.3,1,1,2021-01-28,1250,T,69,6.0NRT,295,6.1,N
-27.099,148.387,324.1,1,1,2021-01-28,1250,T,100,6.0NRT,295.9,19.8,N
-26.361,149.195,308.3,1,1,2021-01-28,1255,T,73,6.0NRT,293.2,7.3,N
-25.78,148.351,317.9,1,1,2021-01-28,1255,T,96,6.0NRT,293.8,15.2,N
-25.781,148.341,318.2,1,1,2021-01-28,1255,T,96,6.0NRT,293.9,15.2,N
-25.74,148.178,320.2,1,1,2021-01-28,1255,T,100,6.0NRT,294.9,16.4,N
-24.409,151.839,301.1,1.5,1.2,2021-01-28,1255,T,20,6.0NRT,290.6,6.9,N
-23.646,149.802,302.8,1.2,1.1,2021-01-28,1255,T,51,6.0NRT,292.4,4.5,N
-23.569,146.46,310.9,1,1,2021-01-28,1255,T,79,6.0NRT,296.9,7.2,N
-23.56,146.459,307.3,1,1,2021-01-28,1255,T,67,6.0NRT,296.6,5,N
-22.839,149.722,304.5,1.2,1.1,2021-01-28,1255,T,60,6.0NRT,292.6,5.5,N
-22.821,149.706,303.7,1.2,1.1,2021-01-28,1255,T,39,6.0NRT,292.5,4.4,N
-22.729,147.635,307.2,1,1,2021-01-28,1255,T,67,6.0NRT,294.5,6,N
-21.491,148.581,310.1,1.1,1,2021-01-28,1255,T,79,6.0NRT,292.5,8.9,N
-21.462,148.64,305.7,1.1,1,2021-01-28,1255,T,65,6.0NRT,291.2,6.1,N
-21.464,148.629,303.4,1.1,1,2021-01-28,1255,T,42,6.0NRT,291.1,4.5,N
-21.206,148.099,302.4,1.1,1,2021-01-28,1255,T,47,6.0NRT,292,3.7,N
-21.526,145.225,310.5,1,1,2021-01-28,1255,T,74,6.0NRT,296.7,6.9,N
-21.115,148.025,310.8,1.1,1,2021-01-28,1255,T,80,6.0NRT,293.1,9,N
-21.095,148.032,303.9,1.1,1,2021-01-28,1255,T,56,6.0NRT,293.2,4.2,N
-21.84,140.477,314.4,1.9,1.4,2021-01-28,1255,T,89,6.0NRT,299.3,22.6,N
-21.842,140.458,312.2,2,1.4,2021-01-28,1255,T,84,6.0NRT,298.8,18.1,N
-21.837,140.47,318.9,1.9,1.4,2021-01-28,1255,T,98,6.0NRT,299.1,33,N
-20.739,139.471,309,2.2,1.4,2021-01-28,1255,T,76,6.0NRT,295.9,17.1,N
38.665,-4.054,302.7,1.3,1.1,2021-01-28,1340,A,53,6.0NRT,289.4,6.1,D
5.688,5.18,314.3,1.8,1.3,2021-01-28,1330,A,57,6.0NRT,291.6,18.9,D
5.914,5.971,310.2,2.1,1.4,2021-01-28,1330,A,25,6.0NRT,283.6,12.2,D
6.597,10.169,325.4,4.6,2,2021-01-28,1330,A,79,6.0NRT,290,162.8,D
6.591,10.12,310.2,4.6,2,2021-01-28,1330,A,18,6.0NRT,288.5,31.4,D
6.012,5.726,310.5,2,1.4,2021-01-28,1330,A,31,6.0NRT,288.1,12.1,D
6.598,10.162,326.8,4.6,2,2021-01-28,1330,A,80,6.0NRT,290.4,179.2,D
5.945,5.044,313.3,1.8,1.3,2021-01-28,1330,A,0,6.0NRT,294.9,13.8,D
6.059,5.586,310.4,2,1.4,2021-01-28,1330,A,30,6.0NRT,289.7,10.8,D
6.187,5.299,317.5,1.9,1.3,2021-01-28,1330,A,68,6.0NRT,296.2,22.4,D
6.192,5.293,316.5,1.9,1.3,2021-01-28,1330,A,65,6.0NRT,296.7,18.6,D
6.304,4.987,311.8,1.8,1.3,2021-01-28,1330,A,24,6.0NRT,292.8,9.4,D
6.425,4.444,316.1,1.6,1.3,2021-01-28,1330,A,0,6.0NRT,295.8,11.9,D
6.684,5.685,326.3,2.1,1.4,2021-01-28,1330,A,79,6.0NRT,296.8,37.7,D
6.095,1.015,324.3,1,1,2021-01-28,1330,A,69,6.0NRT,303.3,7.1,D
6.522,3.729,322.9,1.5,1.2,2021-01-28,1330,A,64,6.0NRT,294.7,24.8,D
6.52,3.716,327.5,1.5,1.2,2021-01-28,1330,A,69,6.0NRT,294.6,33,D
6.366,2.382,321.4,1.2,1.1,2021-01-28,1330,A,51,6.0NRT,299.7,7.9,D
6.344,1.94,328.6,1.1,1.1,2021-01-28,1330,A,76,6.0NRT,302.9,19.2,D
7.095,7.038,315.8,2.7,1.6,2021-01-28,1330,A,43,6.0NRT,284.6,38.2,D
6.247,0.458,328.5,1,1,2021-01-28,1330,A,74,6.0NRT,304,11.3,D
6.246,0.449,355.6,1,1,2021-01-28,1330,A,97,6.0NRT,306,60,D
6.362,1.136,318.3,1.1,1,2021-01-28,1330,A,38,6.0NRT,297.4,6.1,D
6.351,1.061,326.1,1,1,2021-01-28,1330,A,49,6.0NRT,303.3,11.1,D
6.359,1.064,326.9,1,1,2021-01-28,1330,A,52,6.0NRT,302.9,13.4,D
6.358,1.055,324.5,1,1,2021-01-28,1330,A,48,6.0NRT,302.5,10.2,D
6.31,0.259,324.6,1,1,2021-01-28,1330,A,53,6.0NRT,304.4,10.1,D
6.356,0.384,331.3,1,1,2021-01-28,1330,A,79,6.0NRT,301.8,19.9,D
6.56,1.778,330.8,1.1,1.1,2021-01-28,1330,A,79,6.0NRT,301.9,22.4,D
6.417,0.681,323.3,1,1,2021-01-28,1330,A,49,6.0NRT,298.4,7.9,D
6.454,0.75,331,1,1,2021-01-28,1330,A,80,6.0NRT,302.5,18.4,D
6.535,1.128,332.6,1.1,1,2021-01-28,1330,A,81,6.0NRT,302.5,21.5,D
6.534,1.119,356.3,1.1,1,2021-01-28,1330,A,98,6.0NRT,301.2,70.1,D
6.509,0.821,328.4,1,1,2021-01-28,1330,A,61,6.0NRT,302.1,15.1,D
6.508,0.812,326.4,1,1,2021-01-28,1330,A,43,6.0NRT,304.2,12.1,D
6.527,0.819,327.1,1,1,2021-01-28,1330,A,69,6.0NRT,303.5,11.4,D
6.549,0.844,324.8,1,1,2021-01-28,1330,A,70,6.0NRT,304.9,8.9,D
6.543,0.798,327.5,1,1,2021-01-28,1330,A,63,6.0NRT,306.5,10.5,D
6.976,3.866,322.8,1.5,1.2,2021-01-28,1330,A,67,6.0NRT,292.5,24.7,D
6.745,2.174,320.8,1.2,1.1,2021-01-28,1330,A,56,6.0NRT,301.6,8.1,D
6.801,2.439,317.5,1.2,1.1,2021-01-28,1330,A,27,6.0NRT,296,5.6,D
6.492,0.248,328.8,1,1,2021-01-28,1330,A,73,6.0NRT,296.4,19.5,D
6.637,1.204,329.4,1.1,1,2021-01-28,1330,A,76,6.0NRT,304.8,14.6,D
6.621,0.827,340.4,1,1,2021-01-28,1330,A,87,6.0NRT,304.6,33.5,D
6.598,0.596,332.2,1,1,2021-01-28,1330,A,54,6.0NRT,305.9,19.1,D
6.692,1.2,329.9,1.1,1,2021-01-28,1330,A,67,6.0NRT,302.7,14.5,D
6.579,0.33,330.7,1,1,2021-01-28,1330,A,45,6.0NRT,302.7,19.9,D
6.594,0.374,326.7,1,1,2021-01-28,1330,A,51,6.0NRT,303.3,14.2,D
6.604,0.382,325.9,1,1,2021-01-28,1330,A,39,6.0NRT,302.5,13.7,D
6.603,0.373,329.6,1,1,2021-01-28,1330,A,70,6.0NRT,299.5,17.6,D
6.511,-0.401,322.9,1,1,2021-01-28,1330,A,71,6.0NRT,300.5,9.6,D
6.509,-0.41,322.2,1,1,2021-01-28,1330,A,66,6.0NRT,299.8,9.1,D
7.073,3.544,317.7,1.4,1.2,2021-01-28,1330,A,48,6.0NRT,296.6,12.2,D
6.982,2.789,335.5,1.3,1.1,2021-01-28,1330,A,84,6.0NRT,302,33.6,D
7.007,2.82,325.2,1.3,1.1,2021-01-28,1330,A,46,6.0NRT,301.5,12,D
6.731,0.693,334.3,1,1,2021-01-28,1330,A,81,6.0NRT,305.7,23.1,D
6.455,-1.424,322.5,1,1,2021-01-28,1330,A,75,6.0NRT,299.9,13.5,D
6.552,-0.886,315.3,1,1,2021-01-28,1330,A,55,6.0NRT,298.3,5.7,D
7.173,3.523,320.3,1.4,1.2,2021-01-28,1330,A,54,6.0NRT,300.2,13.4,D
7.172,3.51,322.6,1.4,1.2,2021-01-28,1330,A,68,6.0NRT,300.9,17,D
7.196,3.613,322.4,1.5,1.2,2021-01-28,1330,A,67,6.0NRT,300.2,17.9,D
6.832,0.889,325,1,1,2021-01-28,1330,A,57,6.0NRT,305.4,8.1,D
6.642,-0.642,326.1,1,1,2021-01-28,1330,A,39,6.0NRT,306.3,10.6,D
6.75,0.045,342.1,1,1,2021-01-28,1330,A,89,6.0NRT,307.6,30.1,D
6.648,-0.661,326.4,1,1,2021-01-28,1330,A,50,6.0NRT,306.3,10.5,D
6.809,0.269,321.7,1,1,2021-01-28,1330,A,33,6.0NRT,299.4,9.7,D
6.908,0.91,328.8,1,1,2021-01-28,1330,A,56,6.0NRT,307.4,12.1,D
6.907,0.901,328.8,1,1,2021-01-28,1330,A,53,6.0NRT,307.5,13,D
6.681,-0.69,352.2,1,1,2021-01-28,1330,A,96,6.0NRT,309.9,50.6,D
6.68,-0.699,345.9,1,1,2021-01-28,1330,A,92,6.0NRT,308.2,38.1,D
6.69,-0.692,354.2,1,1,2021-01-28,1330,A,97,6.0NRT,309.7,54.4,D
6.689,-0.7,344.3,1,1,2021-01-28,1330,A,91,6.0NRT,310.8,33.8,D
6.88,-0.014,337,1,1,2021-01-28,1330,A,73,6.0NRT,309.9,20.6,D
6.968,0.351,321.1,1,1,2021-01-28,1330,A,20,6.0NRT,299.9,7.2,D
6.793,-0.869,322.9,1,1,2021-01-28,1330,A,40,6.0NRT,305,7.8,D
6.792,-0.878,324.1,1,1,2021-01-28,1330,A,53,6.0NRT,303.3,9,D
7.61,4.902,319.7,1.9,1.3,2021-01-28,1330,A,60,6.0NRT,296.1,24,D
6.809,-0.951,321,1,1,2021-01-28,1330,A,62,6.0NRT,302.9,8.9,D
7.108,1.09,331.3,1.1,1,2021-01-28,1330,A,75,6.0NRT,308.4,12.5,D
6.844,-0.837,333.6,1,1,2021-01-28,1330,A,82,6.0NRT,309.8,15.1,D
6.968,-0.032,326.7,1,1,2021-01-28,1330,A,65,6.0NRT,307.6,8.2,D
6.977,-0.034,330.9,1,1,2021-01-28,1330,A,74,6.0NRT,308.6,13.5,D
6.976,-0.043,334.2,1,1,2021-01-28,1330,A,81,6.0NRT,307.2,18.1,D
7.154,1.016,337.4,1.1,1,2021-01-28,1330,A,83,6.0NRT,308.1,22.7,D
7.061,0.295,324.8,1,1,2021-01-28,1330,A,58,6.0NRT,303.8,11.1,D
7.02,0.006,330.9,1,1,2021-01-28,1330,A,77,6.0NRT,308.1,13,D
7.157,0.91,326.6,1,1,2021-01-28,1330,A,55,6.0NRT,307.8,10.3,D
6.839,-1.317,321.9,1,1,2021-01-28,1330,A,67,6.0NRT,299.4,11.5,D
6.837,-1.327,320.3,1,1,2021-01-28,1330,A,63,6.0NRT,298.4,9.8,D
6.953,-0.594,334.3,1,1,2021-01-28,1330,A,81,6.0NRT,304.9,21.1,D
6.978,-0.488,330,1,1,2021-01-28,1330,A,75,6.0NRT,306.7,11.9,D
7.063,-0.016,326.8,1,1,2021-01-28,1330,A,56,6.0NRT,307.5,8.7,D
7.052,-0.097,327,1,1,2021-01-28,1330,A,69,6.0NRT,306.4,11.1,D
6.895,-1.248,319.9,1,1,2021-01-28,1330,A,41,6.0NRT,300.5,8.8,D
7.81,5.301,317.5,2,1.4,2021-01-28,1330,A,41,6.0NRT,297.2,20.1,D
7.034,-0.35,330.2,1,1,2021-01-28,1330,A,75,6.0NRT,309.7,11.9,D
7.052,-0.289,329.1,1,1,2021-01-28,1330,A,71,6.0NRT,310.6,8.5,D
7.009,-0.712,331.9,1,1,2021-01-28,1330,A,80,6.0NRT,308,15.3,D
7.302,1.281,330.6,1.1,1,2021-01-28,1330,A,74,6.0NRT,309.3,11.1,D
7.023,-0.875,328.2,1,1,2021-01-28,1330,A,58,6.0NRT,306.6,12.7,D
7.344,1.26,330,1.1,1,2021-01-28,1330,A,73,6.0NRT,307.7,10.4,D
7.336,0.872,330.3,1,1,2021-01-28,1330,A,72,6.0NRT,309,14.5,D
7.217,0.039,326,1,1,2021-01-28,1330,A,56,6.0NRT,307.7,8.4,D
7.216,0.03,328.4,1,1,2021-01-28,1330,A,53,6.0NRT,308.4,11,D
7.118,-0.66,334,1,1,2021-01-28,1330,A,81,6.0NRT,303.6,20.1,D
7.017,-1.356,320,1,1,2021-01-28,1330,A,35,6.0NRT,301,10.1,D
7.116,-0.804,340.1,1,1,2021-01-28,1330,A,87,6.0NRT,305.5,27.5,D
7.115,-0.813,336,1,1,2021-01-28,1330,A,83,6.0NRT,308.6,20.5,D
7.252,0.082,327.2,1,1,2021-01-28,1330,A,66,6.0NRT,306.3,10.2,D
7.248,0.055,328.1,1,1,2021-01-28,1330,A,69,6.0NRT,306.2,10.8,D
7.125,-0.805,329.8,1,1,2021-01-28,1330,A,71,6.0NRT,308,11.6,D
7.124,-0.814,327.8,1,1,2021-01-28,1330,A,69,6.0NRT,305.5,8.5,D
7.119,-0.914,337,1,1,2021-01-28,1330,A,84,6.0NRT,305.8,26,D
7.178,-0.566,327.7,1,1,2021-01-28,1330,A,57,6.0NRT,307.8,9.5,D
7.177,-0.575,333,1,1,2021-01-28,1330,A,80,6.0NRT,306,16.3,D
7.414,1.037,333.1,1.1,1,2021-01-28,1330,A,77,6.0NRT,309.3,16,D
7.091,-1.233,340,1,1,2021-01-28,1330,A,87,6.0NRT,304.2,32.2,D
7.09,-1.243,342.9,1,1,2021-01-28,1330,A,89,6.0NRT,302.6,38.4,D
7.179,-0.685,332.5,1,1,2021-01-28,1330,A,56,6.0NRT,307.7,18.5,D
7.178,-0.694,346.5,1,1,2021-01-28,1330,A,92,6.0NRT,308.8,40.6,D
7.137,-1.166,351.9,1,1,2021-01-28,1330,A,95,6.0NRT,306.9,52.3,D
7.435,0.864,328.4,1.1,1,2021-01-28,1330,A,53,6.0NRT,305.6,14.5,D
7.148,-1.155,328.9,1,1,2021-01-28,1330,A,74,6.0NRT,301,14,D
7.147,-1.164,333,1,1,2021-01-28,1330,A,80,6.0NRT,304.5,19.8,D
7.145,-1.173,329.6,1,1,2021-01-28,1330,A,75,6.0NRT,302.6,15,D
7.121,-1.402,319.9,1,1,2021-01-28,1330,A,30,6.0NRT,300.7,6.7,D
7.12,-1.411,328.2,1,1,2021-01-28,1330,A,74,6.0NRT,304.5,16.4,D
7.068,-1.89,327.3,1.1,1,2021-01-28,1330,A,76,6.0NRT,301.9,17.6,D
7.577,1.617,328.8,1.1,1.1,2021-01-28,1330,A,68,6.0NRT,308.9,11.7,D
7.139,-1.47,321.5,1,1,2021-01-28,1330,A,31,6.0NRT,304.1,9,D
7.149,-1.463,331.4,1,1,2021-01-28,1330,A,79,6.0NRT,302.6,20,D
7.487,0.77,323.4,1,1,2021-01-28,1330,A,35,6.0NRT,305.8,9.3,D
7.499,0.787,326.4,1,1,2021-01-28,1330,A,59,6.0NRT,307.5,12.4,D
7.497,0.778,326.9,1,1,2021-01-28,1330,A,63,6.0NRT,306.8,13.2,D
7.321,-0.464,327.1,1,1,2021-01-28,1330,A,42,6.0NRT,305.1,8,D
7.319,-0.473,345.7,1,1,2021-01-28,1330,A,91,6.0NRT,308.4,36.9,D
7.318,-0.482,328,1,1,2021-01-28,1330,A,45,6.0NRT,306.2,9.8,D
7.685,2.045,327.9,1.2,1.1,2021-01-28,1330,A,63,6.0NRT,308.5,10.2,D
7.33,-0.466,324,1,1,2021-01-28,1330,A,26,6.0NRT,303.3,4.8,D
7.328,-0.475,391.1,1,1,2021-01-28,1330,A,100,6.0NRT,310.5,187.5,D
7.327,-0.484,375.7,1,1,2021-01-28,1330,A,100,6.0NRT,307,120.1,D
7.286,-0.77,328,1,1,2021-01-28,1330,A,65,6.0NRT,306.4,9.9,D
8.188,5.806,321.3,2.2,1.4,2021-01-28,1330,A,48,6.0NRT,302.7,25.5,D
7.228,-1.303,332.2,1,1,2021-01-28,1330,A,78,6.0NRT,304.7,17.8,D
7.257,-1.168,330.2,1,1,2021-01-28,1330,A,75,6.0NRT,305,15.7,D
7.256,-1.298,324.8,1,1,2021-01-28,1330,A,57,6.0NRT,305,6.9,D
7.74,1.987,327.3,1.2,1.1,2021-01-28,1330,A,64,6.0NRT,308,10.8,D
